NewIDseqName,OldIDseqName,czbiohub-mosquito_sequences_id,raw_sequence_run_directory,host,sample_type,nucleotide_type,collection_date,collection_lat,collection_long,Habitat,Population,collected_by,preservation_method,sex,life_stage,visual_genus,visual_species,compute_genus,compute_species,blood_fed,sample_unit,known_organism,detection_method,library_prep,sequencer,rna_dna_input_ng,library_prep_batch,extraction_batch,Notes:,Genus_test,Species_test,
CMS002_044a_Rb_S178_L004,CMS_002_44a_Rb_S178_L004,CMS_002_44a_Rb_S178_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_39a_Rb_S173_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-23T00:00:00Z,33.954531,-117.692953,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,41.6,NA,052118_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_044b_Rb_S179_L004,CMS_002_44b_Rb_S179_L004,CMS_002_44b_Rb_S179_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_40a_Rb_S174_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-23T00:00:00Z,33.954531,-117.692953,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,16,NA,052118_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_044c_Rb_S180_L004,CMS_002_44c_Rb_S180_L004,CMS_002_44c_Rb_S180_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_Water5_Rb_S175_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-23T00:00:00Z,33.954531,-117.692953,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,74.8,NA,052118_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_044d_Rb_S181_L004,CMS_002_44d_Rb_S181_L004,CMS_002_44d_Rb_S181_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_41a_Rb_S176_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-23T00:00:00Z,33.954531,-117.692953,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,31.04,NA,052118_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_044e_Rb_S182_L004,CMS_002_44e_Rb_S182_L004,CMS_002_44e_Rb_S182_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_42a_Rb_S177_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-23T00:00:00Z,33.954531,-117.692953,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,052118_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_045a_Rb_S183_L004,CMS_002_45a_Rb_S183_L004,CMS_002_45a_Rb_S183_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_44a_Rb_S178_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-10-24T00:00:00Z,34.151881,-117.66295,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,69.2,NA,052118_1,Mosquito selected from a pool of 7 mosquitoes ,1,1,
CMS002_045b_Rb_S184_L004,CMS_002_45b_Rb_S184_L004,CMS_002_45b_Rb_S184_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_44b_Rb_S179_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-10-24T00:00:00Z,34.151881,-117.66295,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,16.8,NA,052118_1,Mosquito selected from a pool of 7 mosquitoes ,1,1,
CMS002_045c_Rb_S185_L004,CMS_002_45c_Rb_S185_L004,CMS_002_45c_Rb_S185_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_44c_Rb_S180_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-10-24T00:00:00Z,34.151881,-117.66295,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,052118_1,Mosquito selected from a pool of 7 mosquitoes ,1,1,
CMS002_045d_Rb_S186_L004,CMS_002_45d_Rb_S186_L004,CMS_002_45d_Rb_S186_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_44d_Rb_S181_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-10-24T00:00:00Z,34.151881,-117.66295,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,26.96,NA,052118_1,Mosquito selected from a pool of 7 mosquitoes ,1,1,
CMS002_045e_Rb_S188_L004,CMS_002_45e_Rb_S188_L004,CMS_002_45e_Rb_S188_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_44e_Rb_S182_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-10-24T00:00:00Z,34.151881,-117.66295,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,052118_2,Mosquito selected from a pool of 7 mosquitoes ,1,1,
CMS002_045f_Rb_S189_L004,CMS_002_45f_Rb_S189_L004,CMS_002_45f_Rb_S189_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_45a_Rb_S183_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-10-24T00:00:00Z,34.151881,-117.66295,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,052118_2,Mosquito selected from a pool of 7 mosquitoes ,1,1,
CMS002_045g_Rb_S190_L004,CMS_002_45g_Rb_S190_L004,CMS_002_45g_Rb_S190_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_45b_Rb_S184_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-10-24T00:00:00Z,34.151881,-117.66295,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,21.6,NA,052118_2,Mosquito selected from a pool of 7 mosquitoes ,1,1,
CMS002_046a_Rb_S191_L004,CMS_002_46a_Rb_S191_L004,CMS_002_46a_Rb_S191_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_45c_Rb_S185_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.9725,-117.714444,Residential,Suburban,WVAL ,OVI,NA,NA,Culex,quinquefasciatus,Culex,quinquefasciatus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,88.8,NA,052118_2,Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts ,1,1,
CMS002_046b_Rb_S192_L004,CMS_002_46b_Rb_S192_L004,CMS_002_46b_Rb_S192_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_45d_Rb_S186_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.9725,-117.714444,Residential,Suburban,WVAL ,OVI,NA,NA,Culex,quinquefasciatus,Culex,quinquefasciatus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,88.8,NA,052118_2,Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts ,1,1,
CMS002_047a_Rb_S193_L004,CMS_002_47a_Rb_S193_L004,CMS_002_47a_Rb_S193_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_Water6_Rb_S187_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.93778,-117.633056,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,70.8,NA,052118_2,Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts ,1,1,
CMS002_047b_Rb_S194_L004,CMS_002_47b_Rb_S194_L004,CMS_002_47b_Rb_S194_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_45e_Rb_S188_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.93778,-117.633056,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,052118_2,Mosquito selected from a pool of 10 mosquitoesMosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts  ,1,1,
CMS002_047c_Rb_S195_L004,CMS_002_47c_Rb_S195_L004,CMS_002_47c_Rb_S195_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_45f_Rb_S189_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.93778,-117.633056,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,37.04,NA,052118_2,Mosquito selected from a pool of 10 mosquitoesMosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts  ,1,1,
CMS002_047d_Rb_S196_L004,CMS_002_47d_Rb_S196_L004,CMS_002_47d_Rb_S196_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_45g_Rb_S190_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.93778,-117.633056,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,53.6,NA,052118_2,Mosquito selected from a pool of 10 mosquitoesMosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts  ,1,1,
CMS002_047e_Rb_S197_L004,CMS_002_47e_Rb_S197_L004,CMS_002_47e_Rb_S197_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_46a_Rb_S191_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.93778,-117.633056,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,78.4,NA,052118_2,Mosquito selected from a pool of 10 mosquitoesMosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts  ,1,1,
CMS002_047f_Rb_S198_L004,CMS_002_47f_Rb_S198_L004,CMS_002_47f_Rb_S198_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_46b_Rb_S192_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.93778,-117.633056,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,39.52,NA,052118_2,Mosquito selected from a pool of 10 mosquitoesMosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts  ,1,1,
CMS002_047g_Rb_S200_L004,CMS_002_47g_Rb_S200_L004,CMS_002_47g_Rb_S200_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_47a_Rb_S193_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.93778,-117.633056,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,40,NA,052118_3,Mosquito selected from a pool of 10 mosquitoesMosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts  ,1,1,
CMS002_047h_Rb_S1_L004,CMS_002_47h_Rb_S1_L004,CMS_002_47h_Rb_S1_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_47b_Rb_S194_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.93778,-117.633056,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,65.2,NA,052118_3,Mosquito selected from a pool of 10 mosquitoesMosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts  ,1,1,
CMS002_047i_Rb_S2_L004,CMS_002_47i_Rb_S2_L004,CMS_002_47i_Rb_S2_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_47c_Rb_S195_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.93778,-117.633056,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,94.4,NA,052118_3,Mosquito selected from a pool of 10 mosquitoesMosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts  ,1,1,
CMS002_047j_Rb_S3_L004,CMS_002_47j_Rb_S3_L004,CMS_002_47j_Rb_S3_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_47d_Rb_S196_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.93778,-117.633056,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,48.4,NA,052118_3,Mosquito selected from a pool of 10 mosquitoesMosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts  ,1,1,
CMS002_049a_Rb_S4_L004,CMS_002_49a_Rb_S4_L004,CMS_002_49a_Rb_S4_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_47e_Rb_S197_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-21T00:00:00Z,38.739939,-121.305636,Commercial/Industrial/Transportation,Suburban,PLCR,FAY,NA,NA,Culex,pipiens,Culex,pipiens,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,78.8,NA,052118_3,Mosquito selected from a pool of 3 mosquitoes ,1,1,
CMS002_050a_Rb_S5_L004,CMS_002_50a_Rb_S5_L004,CMS_002_50a_Rb_S5_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_47f_Rb_S198_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-21T00:00:00Z,38.824306,-121.257067,Wetland Preserve,Suburban,PLCR,FAY,NA,NA,Culex,pipiens,Culex,pipiens,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,326.4,NA,052118_3,,1,1,
CMS002_051a_Rb_S6_L004,CMS_002_51a_Rb_S6_L004,CMS_002_51a_Rb_S6_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_Water7_Rb_S199_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-21T00:00:00Z,38.897572,-121.311747,Commercial/Industrial/Transportation,Suburban,PLCR,FAY,NA,NA,Culex,pipiens,Culex,pipiens,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,199.2,NA,052118_3,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_053a_Rb_S7_L004,CMS_002_53a_Rb_S7_L004,CMS_002_53a_Rb_S7_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_47g_Rb_S200_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-21T00:00:00Z,38.836781,-121.39119,Agriculture & Residential,Rural,PLCR,FAY,NA,NA,Culex,pipiens,Culex,pipiens,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,79.6,NA,052118_3,,1,1,
CMS002_054a_Rb_S8_L004,CMS_002_54a_Rb_S8_L004,CMS_002_54a_Rb_S8_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_47h_Rb_S1_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-21T00:00:00Z,38.772222,-121.4695,Agriculture,Rural,PLCR,FAY,NA,NA,Culex,pipiens,Culex,pipiens,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,168.8,NA,052118_3,,1,1,
CMS002_056a_Rb_S9_L004,CMS_002_56a_Rb_S9_L004,CMS_002_56a_Rb_S9_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_47i_Rb_S2_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-28T00:00:00Z,38.787211,-121.372895,Residential ,Rural,PLCR,FAY,NA,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,052118_3,head + 1 leg only,1,1,
CMS002_057a_Rb_S10_L004,CMS_002_57a_Rb_S10_L004,CMS_002_57a_Rb_S10_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_47j_Rb_S3_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-28T00:00:00Z,38.787211,-121.372895,Residential ,Rural,PLCR,EVS,NA,NA,Culex,pipiens,Culex,pipiens,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,47.2,NA,052118_3,,1,1,
CMS002_Water1_Rb_S127_L004,CMS_002_Water1_Rb_S127_L004,CMS_002_Water1_Rb_S127_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_49a_Rb_S4_L004_R1_001.fastq.gz,NA,water,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,051818_1,,1,1,
CMS002_Water2_Rb_S139_L004,CMS_002_Water2_Rb_S139_L004,CMS_002_Water2_Rb_S139_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_50a_Rb_S5_L004_R1_001.fastq.gz,mosquito,water,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,051818_1,,1,1,
CMS002_Water3_Rb_S151_L004,CMS_002_Water3_Rb_S151_L004,CMS_002_Water3_Rb_S151_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_51a_Rb_S6_L004_R1_001.fastq.gz,NA,water,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,051818_2,,1,1,
CMS002_Water4_Rb_S163_L004,CMS_002_Water4_Rb_S163_L004,CMS_002_Water4_Rb_S163_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_53a_Rb_S7_L004_R1_001.fastq.gz,NA,water,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,051818_2,,1,1,
CMS002_Water5_Rb_S175_L004,CMS_002_Water5_Rb_S175_L004,CMS_002_Water5_Rb_S175_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_54a_Rb_S8_L004_R1_001.fastq.gz,NA,water,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,052018_1,,1,1,
CMS002_Water6_Rb_S187_L004,CMS_002_Water6_Rb_S187_L004,CMS_002_Water6_Rb_S187_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_56a_Rb_S9_L004_R1_001.fastq.gz,NA,water,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,052118_1,,1,1,
CMS002_Water7_Rb_S199_L004,CMS_002_Water7_Rb_S199_L004,CMS_002_Water7_Rb_S199_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_57a_Rb_S10_L004_R1_001.fastq.gz,NA,water,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,052118_2,,1,1,
CMS002_Water8_Rb_S11_L004,CMS_002_Water8_Rb_S11_L004,CMS_002_Water8_Rb_S11_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_Water8_Rb_S11_L004_R1_001.fastq.gz,NA,water,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,052118_3,,1,1,